Name,Category,SubCategory,Price,Oz,Description,ImageURL
Josephsbrau Bavarian Style Hefeweizen,Beverages,"Wine, Beer & Liquor",$6.99 ,/12 Fl Oz,"This Bavarian-Style Hefeweizen�s beautifully balanced notes of banana and baking spice match its refreshing, easy-drinking qualities perfectly, making it an ideal choice for sipping on a warm spring weekend. It pairs particularly well with a fresh-from-the-grill bratwurst, a cheese platter with plenty of pickled vegetables, or a citrus-y seafood salad. Enjoy it ice-cold, in a chilled pint glass or straight from the bottle, and enjoy all that isoamyl acetate has to offer.",https://drive.google.com/file/d/157PHOf_PC4x1AuEDkBqM5gRqzmVR00kI/
Brewed Ginger Beer,Beverages,Sodas & Mixers,$3.99 ,/12 Fl Oz,"This non-alcoholic beverage is made from ingredients that include: water, sugar, ginger juice, lime and lemon juices from concentrate, and ginger extract. It has a refreshing, gingery bite, and mild carbonation. The addition of lemon and lime juices adds a zesty, citrus zing, and also helps establish the right acidic balance. Before bottling, our Brewed Ginger Beer goes through a tunnel pasteurization process, which gives it shelf stability.
We think our Ginger Beer makes the perfect refresher, all by itself�chilled, or over ice. But, there�s also no denying it enhances the character of spirits. Enjoy a Bermudan classic, the Dark & Stormy, made with dark rum and Ginger Beer. Or, imbibe the currently trending Moscow Mule: in a copper mug (if you�ve got it), mix our Brewed Ginger Beer with vodka and some fresh lime juice.",https://drive.google.com/file/d/1oREZuKcKQ6XAl63ALQOxIR9uhQbRLogK/
Banana & Almond Butter Protein Smoothie,Beverages,Juices & More,$2.99 ,/16 Fl Oz,"Made with a mix of coconut water, banana pur�e, almond butter, and pea protein, this Smoothie Beverage conjures the simple delight of a banana and almond butter sandwich (which we also heartily recommend) in the form of a smooth, creamy (but still decidedly non-dairy) beverage. Packed into each 16 fl. oz bottle are 14 grams of protein, courtesy of the miracle of pea protein, giving you what you need to fuel your workout, hike, or even just your day at the office. Of course, if you�re looking to truly kickstart your morning, you can also mix your Smoothie with a bit of Cold Brew Concentrate to really get things going.",https://drive.google.com/file/d/13hMCar0eZmSbvFBUSYuTs2EFq-0iUjok/
Organic Low Calorie Pink Lemonade,Beverages,Juices & More,$3.29 ,/64 Fl Oz,"As much as we love an ice-cold glass of lemonade, we don�t always want all the sugar and calories that go along with it. That�s why, for years, we carried a Low Calorie Pink Lemonade that ticked all the boxes of a classic, thirst-quenching lemonade, but with a fraction of the calorie count. It was also made almost entirely from organic ingredients � everything but a sweetener derived from conventionally grown stevia, to be precise. Recently, however, our supplier was able to secure a source of organic stevia, which means we can now relaunch this long-adored libation as Trader Joe�s Organic Low Calorie Pink Lemonade!
Made for us by the same supplier as our previous version, this Organic Low Calorie Pink Lemonade delivers all the same satisfyingly sweet and tart flavors as its predecessor, but now does so while being totally organic, too. Its carefully balanced ratio of organic cane sugar and sweetener extracted from organic stevia leaves makes it an ideal drink for enjoying on its own, over ice, but it also works wonders when mixed with sparkling water for an easy, lemony spritzer. And if you�re looking for a mixer for a cocktail, this Organic Low Calorie Pink Lemonade is as smart a choice as it is refreshingly sweet.",https://drive.google.com/file/d/1qi_pgiyNtaLtnrsSJE5SaQvfpCv_cRlQ/
Organic Low Calorie Lemonade,Beverages,Juices & More,$3.29 ,/64 Fl Oz,"As much as we love an ice-cold glass of lemonade, we don�t always want all the sugar and calories that go along with it. That�s why, for years, we carried a Low Calorie Lemonade that ticked all the boxes of a classic, thirst-quenching lemonade, but with a fraction of the calorie count. It was also made almost entirely from organic ingredients � everything but a sweetener derived from conventionally grown stevia, to be precise. Recently, however, our supplier was able to secure a source of organic stevia, which means we can now relaunch this long-adored libation as Trader Joe�s Organic Low Calorie Lemonade!
Made for us by the same supplier as our previous version, this Organic Low Calorie Lemonade delivers all the same satisfyingly sweet and tart flavors as its predecessor, but now does so while being totally organic, too. Its carefully balanced ratio of organic cane sugar and sweetener extracted from organic stevia leaves makes it an ideal drink for enjoying on its own, over ice, but it also works wonders when mixed with sparkling water for an easy, lemony spritzer. And if you�re looking for a mixer for a cocktail, this Organic Low Calorie Lemonade is as smart a choice as it is refreshingly sweet.",https://drive.google.com/file/d/1DZF_Q_ek6EFcLtanEcQ0aZq4apU2JFrx/
Maison Barboulot Cabernet Syrah,Beverages,"Wine, Beer & Liquor",$7.49 ,/750 mL,"sip is smooth and fruity, with ripe aromas of cherry and refined notes of vanilla on the palate, leading into a lovely, lingering finish. It�s the kind of wine you can turn to, again and again, to pair with a nice, seared steak during a romantic dinner, to cheers with a loved one as you nestle into the couch to watch a show, or even to just keep on hand for whenever the moment calls for an outstanding and approachable French red.",https://drive.google.com/file/d/1H_NPectemCGUC0wiWYTzNUPryLN9DVap/
Giardino Pinot Grigio Ros� Vivace,Beverages,"Wine, Beer & Liquor",$5.99 ,/750 mL,"Made for us by an Italian winery partner in the Veneto wine-growing region, this Vivace Ros� is crisp and fruity, with soft notes of green apple and ripe pear, and a delicate effervescence that subtly tickles the tastebuds as you drink it. It pairs spectacularly with seafood dishes, citrus-kissed salads, or grilled chicken breast, and also serves quite well as a go-to after-work wind-down refreshment. On top of all that, it�s a tremendous value, too.",https://drive.google.com/file/d/1d-8RZndNkuTF4WI6deZVGveXrMm-BQ8A/
Reserve Merlot Sonoma Valley 2020,Beverages,"Wine, Beer & Liquor",$9.99 ,/750 mL,"Did you know merlot means �the little blackbird� in French? This is charming, but for the past decade or so, merlot might as well have meant �the little black sheep,� as this often-easy-drinking wine gradually saturated the market and was subsequently portrayed (at least in one popular film) as inferior to more �serious� wines, like Pinot Noir. We believe nothing could be further from the truth! To prove it, we present Trader Joe�s Reserve Merlot Sonoma Valley.
When our panel first tasted this Sonoma Merlot from one of our longtime partners, we loved it. Indeed, it is spectacular. It�s intense with complex, ripe fruit and notes of berries, cocoa, and spice. It has a firm backbone, with tannins that are silky smooth. Basically, every sip is balanced, rich, and delicious! You won�t be disappointed, whether pairing it with rich chicken or pork dishes, pasta with red sauce, or aged cheeses.",https://drive.google.com/file/d/1fqty8dNMBAotPSaIj5RB-faZ4NkHhVJf/
Organic No Joke Ginger Juice Shot,Beverages,Juices & More,$1.99 ,/2 Fl Oz,"How would you feel if we offered you a Shot with all the same bold flavor and invigorating ingredients as one of those expensive, raw, cold-pressed juices, but for a fraction of the price you�d pay at one of those expensive, raw, cold-pressed juiceries?�
Our Organic No Joke Ginger Juice Shot is a spicy, eye-opening mix of organic ginger juice and cayenne pepper, also mixed with coconut water and lemon juice. It's is a tasty, convenient way to get a quick, potent pick-me-up during your work lunch, prior to a workout, or right before a morning run. A force to be reckoned with- it can either be enjoyed by itself or mixed into smoothies, and represents a terrific value, especially when compared with specialty store equivalents.",https://drive.google.com/file/d/1JQ-qmRmpADbFHMRmArpk9Cs1XiMiMVE5/
Organic Mighty Turmeric Juice Shot,Beverages,Juices & More,$1.99 ,/2 Fl Oz,"How would you feel if we offered you a Shot with all the same bold flavor and invigorating ingredients as one of those expensive, raw, cold-pressed juices, but for a fraction of the price you�d pay at one of those expensive, raw, cold-pressed juiceries?�
Our Organic Mighty Turmeric Juice Shot is bright and citrusy, with a refreshing base of coconut water and lemon juice and bracing notes of bold turmeric and black pepper. It's is a tasty, convenient way to get a quick, potent pick-me-up during your work lunch, prior to a workout, or right before a morning run. A force to be reckoned with- it can either be enjoyed by itself or mixed into smoothies, and represents a terrific value, especially when compared with specialty store equivalents.",https://drive.google.com/file/d/1-8FdjlE-9vqPROKOnrsE4xvu7DcW9zrZ/
Organic Moroccan Mint Green Tea,Beverages,Coffee & Tea,$2.79 ,/20 Bag,"Moroccan mint tea is not so much a drink as it is a ritual, a sign of hospitality, an event in which to partake. In Morocco, hosts, shop owners, and teahouses take great care in the process of brewing mint tea and serving it to anyone who walks through their doors. Tea is cleansed in boiling water before steeping, with mint leaves and sugar added to yield a sweet, flavorful drink. Such great care yields spectacular tea. Tea that we, in turn, wanted you to experience, too.
With Trader Joe�s Organic Moroccan Mint Tea, we�ve simplified a few of the accustomed brewing steps, delivering full flavor in the handy form of a tea bag. Our supplier first sources organic spearmint from the Pacific Northwest�because mint tea isn�t complete without some of the finest mint leaves around. Organic lemon- grass�which adds a bit of zest�and organic green tea from South India complete the trifecta of ingredients inspired by traditional Maghrebi mint tea.
When brewed, this tea is delightful, refreshing, and oh-so minty. If you�d like to achieve the time-honored sweet tea served in Morocco, add a heaping spoonful of Organic Sugar to your mug immediately after steeping the tea. You won�t regret it. Of course, our Organic Moroccan Mint Tea isn�t just to tradition. Serve over ice with a sprig of mint for a refreshing drink on warmer days.",https://drive.google.com/file/d/1xSNP3ij5iJcobdZtA2O4dqfI7zuNoT7u/
Organic Ginger Turmeric Herbal Tea,Beverages,Coffee & Tea,$2.79 ,/20 Bag,"Trader Joe�s Ginger Turmeric Herbal Tea is not tea, per se�since there are no leaves of a tea plant in these steeping bags. Steeped in hot water, our bags produce a �tisane,� aka an �herbal infusion�; what most people (not to mention we) call Herbal Tea. Now, since we are being completely thorough, we should also mention that our Ginger Turmeric Tea is significantly more than just ginger and turmeric. It also incorporates licorice root, orange peel, orange oil, and black pepper�all of which are 100% organic, as a matter of fact.
By placing one �tea bag� (there are 20 in the box) in an eight ounce cup and adding boiling water, you�re making a caffeine-free beverage that is ready to sip in 3-5 minutes. The ginger will revitalize, while the turmeric awakens with its aromatic quality. Sound inviting? Then, we invite you to experience a cup for yourself.",https://drive.google.com/file/d/1mT6Sc9gR3X9ehZAw-CAjSOUvvPaZWj7i/
Organic Joe Medium Roast Ground Coffee,Beverages,Coffee & Tea,$6.49 ,/14 Oz,"For fifteen years and counting, customers have looked to TJ�s Medium Roast Joe to provide said cup. In more recent years, however, more and more of you have expresso-ed a desire for an organic version of this time-honored, TJ�s classic. Well, dear customers, your wish is our command: introducing Trader Joe�s Organic Medium Roast Joe. Yup, it�s the same bright, balanced 100% Arabica blend you love, made with organically grown Colombian, Honduran, and Indonesian beans. Sounds like a darn good deal, right? Plus, this Joe comes Ground, so there�s no noisy coffee grinder disturbing the peace, and much less counter mess.",https://drive.google.com/file/d/1IeAiF9MEHypkVC_qnhIfXJWYI5xqXxiR/
Boatswain Hazy IPA,Beverages,"Wine, Beer & Liquor",$4.99 ,/12 Fl Oz,"Anchors aweigh! The latest entry to our Boatswain (pronounced BOE-sun) line of beers is setting its sights on cloudier climes with this Hazy IPA. Crafted exclusively for Trader Joe�s by an award-winning brewery in Wisconsin, this is a rich and alluringly aromatic India Pale Ale that conjures complex notes of tropical fruit and citrus zest with every estimable sip. Its near-opaque, Hazy appearance is a visually-intriguing byproduct of adding hops late into the brewing process, which helps preserve the maximum amount of hoppy flavor and helps create an almost creamy mouthfeel. In other words, this is a seriously hoppy IPA.
We recommend drinking Boatswain Hazy IPA in a tall, frosted glass, paired up with spicy entr�es or snacks�food that will hold its own next to this IPA�s creamy bitterness, like a plate of our Spicy Buffalo Cheddar or TJ�s Hot & Spicy Chicken Wings. The IPA may be Hazy, but one thing�s crystal clear: if you�re looking for something bold, citric, and hoppy, it�s time to get on board with Boatswain Hazy IPA!",https://drive.google.com/file/d/1kRVO-J46YgvhE15Uq4vdlfbTYorCSmyU/
Organic Unsweetened Almond Beverage,Beverages,Non-Dairy Bev,$1.99 ,/32 Fl Oz,"Consider Trader Joe�s Organic Unsweetened Almond Beverage a marvelous multi-tool of your pantry. Its creamy, unsweetened, yet unmistakably almond-y profile makes it a brilliant building block for smoothies, a mighty milk substitute in a multitude of recipes (pancakes, mashed potatoes, bisques, curries�), and a delight served ice-cold, solo or alongside a cookie. In addition to being dairy free, this certified Organic Almond Beverage is also gluten free, soy free, (pareve), and totally vegan�yes! And though we�ve added 0g of sugar, we have included vitamins A, D, E and B12 for an extra nutritional boost. It�s packed in a shelf-stable 32-ounce carton�grab a couple and you�ll always have one on hand for weekday bowls of cereal as well as weekend baking projects.",https://drive.google.com/file/d/1tfvKRquaXTxSupA4ZqrF77HX2-rnjJ87/
O' Nog Non-Dairy Oat Beverage,Beverages,Non-Dairy Bev,$2.99 ,/1 Qt,"The classic egg nog beverage first started as a holiday tradition in North America all the way back into the 17th century, if you can believe it. Ever since, it�s been celebrated for how spectacularly suited it is to turn any cold winter night into a cozy, comforting, mini retreat.
Our new Trader Joe�s O� Nog, is a very merry non-dairy version that calls on the power of oats to deliver the same creamy, satisfying, nutmeg-and-ginger profile, but with all vegan ingredients.
Whether you�d prefer to sip a glass during the presents-unwrapping frenzy, enjoy a tumbler-full with a splash of rum in front of the fireplace, or use it to make a truly luxurious bread pudding, each one of these Nogs are more than ready for the job.",https://drive.google.com/file/d/1eRsfC-kFgrxrawduMOcKfEbXwEh6X7WH/
Maple Espresso Black Tea Blend,Beverages,Coffee & Tea,$2.99 ,/20 Bag,"A perfect autumn morning calls for a perfect autumn drink, and for our money, nothing fits that bill quite like our new, delightfully unique Maple Espresso Black Tea Blend. Made with a blend of select black & herbal tea leaves, natural maple flavor, and ground espresso beans, a steaming mug of this Tea is just the thing to help turn a perfect autumn morning into a perfect autumn day.
That said, this sensory synthesis of aromatic tea, bold espresso, and sweet maple need not be strictly relegated to the morning. On the contrary, we find it particularly suited for making iced lattes and milk teas, too � two great options for an autumn afternoon pick-me-up. Hot, iced, or mixed with milk (or your favorite non-dairy alternative), Trader Joe�s Maple Espresso Black Tea Blend sets a new standard for drinks.",https://drive.google.com/file/d/1XpUAvbZ4OY40zWAJ0Ev282AOOTvDgx8i/
L'Eclat Brut Ros�,Beverages,"Wine, Beer & Liquor",$14.99 ,/1.5 L,"L��clat Sparkling Ros� is a sibling sparkler from the same French winery as L��clat Blanc de Blancs, with all the same shimmer and snap as its Blanc de Blancs counterpart, but its particular profile shines forth with a light, vivacious sweetness and fresh fruit flavors.",https://drive.google.com/file/d/1sORlkVFoIF-fnVEESUQBj1KrxKP8qFhg/
L'Eclat Blanc de Blancs,Beverages,"Wine, Beer & Liquor",$14.99 ,/1.5 L,"L��clat Blanc de Blancs (literally, �white of whites�) is from a trusted French winery partner (actually a collective of wineries and winemakers based in Alsace) that specializes in crisp, delicious sparklers. This Blanc de Blanc features festive notes of butter and cake. It's a superbly delicious sparkling wine wrapped in a bold and eye-catching design that positively shouts �I�m celebrating something!�",https://drive.google.com/file/d/1N0lo-W-nFFetO66pixoqt-70Gec4ZUFk/
Italian Roast Ground Espresso,Beverages,Coffee & Tea,$7.99 ,/8.8 Oz,"First invented in late 19th century Italy, espresso�s introduction to the coffee scene was nothing if not a game- changer. Its rich, plush texture and gloriously concentrated flavor profile made it a darling of caf�-goers the world over, and by the 1950s, it became a household name. In keeping with its innovative roots, Trader Joe�s Italian Roast Ground Espresso Coffee is a game-changer, too. Made with 100% Arabica beans that have been roasted to a warm, toasty medium dark, then ground to a super-fine espresso grade, this coffee�s full body, balanced acidity, and extended, earthy finish can be enjoyed as an espresso shot, a full-flavored pour-over, or a simply delicious cup of drip coffee, all with equal delight.
Our supplier, a fourth generation coffee roaster from espresso�s original homeland of Italy, recommends a simple ratio of 1 ounce of cold water to 1 Tbsp of Ground Espresso when using an espresso machine, and a ratio of 6 ounces cold water to 2 Tbsp grounds when making drip coffee. Once brewed, this Coffee is rich and captivatingly aromatic, a natural companion to breakfast baked goods like flaky croissants or buttery scones. Looking for a way to change the game even further? Try mixing a shot with hot water for an easy, at-home Americano, or steamed milk for a quick Cortado.",https://drive.google.com/file/d/1E_bR3Rzscy37chGWbZkps--N7IXw7Tot/
Non-Dairy Pumpkin Oat Beverage,Beverages,Non-Dairy Bev,$2.69 ,/32 Fl Oz,"Like its non-pumpkin predecessors, Trader Joe�s Non-Dairy Pumpkin Oat Beverage gets its creamy, milk-like texture and flavor from a simple base of hydrolyzed oats and water. Then, for a fall makeover to remember, we add the seasonal stuff: pumpkin pur�e, natural pumpkin-spice flavor, cane sugar, and a little sea salt for balance. While no one is stopping you from drinking your Pumpkin Oat Beverage straight from the source, there are so many more ways you can enjoy it. Make it the base of a seasonal smoothie. Pour it in a bowl with Maple Pecan Clusters Cereal. Or go all out and add a splash to your morning Pumpkin Spice Coffee.",https://drive.google.com/file/d/102ltYnNDwUUeMtv_1lcNDZXRYv5tWhwR/
Pumpkin Spice Coffee,Beverages,Coffee & Tea,$8.99 ,/14 Oz,"100% Brazil Cerrado Arabica beans are roasted to a medium-dark, Vienna-style and then spiked with actual spices and seasonings � things like orange peel, cinnamon, nutmeg, allspice, vanilla beans, and pumpkin spice oil. The beans and the spices are ground together, so the flavors have time to merge, mingle and marry. Brewed and black, its flavor is smooth and subtly spiced. If you add milk and sugar, those pined-for pumpkin spice flavors are amplified.
We first introduced Trader Joe�s Pumpkin Spice Coffee in 2011, and it has returned each year since for Pumpkin Season. For us, it�s a reminder that life�s simple pleasures can be the most important � a good cup of coffee, expertly flavored and lovingly brewed, is one such simple pleasure.",https://drive.google.com/file/d/11JyUXqU3TM4mcWz8DtcJM9BscbL91wq1/
Pumpkin Spice Coffee Cups,Beverages,Coffee & Tea,$5.29 ,/5.08 Oz,"Like our other Coffee Cup offerings, these Pumpkin Spice Coffee Cups are made expressly for your Keurig K-Cup� Coffee Maker. Little single serving pods that fit in your Keurig are filled with Trader Joe�s Pumpkin Spice Coffee. Each pod is nitrogen flushed and individually sealed for freshness in a clear package. Our pods also have a unique mesh system, which allows you see the grounds and catch the aroma of cinnamon, clove, ginger, nutmeg, and allspice, the very moment you open the package.
Each pod yields one regular serving of hot Pumpkin Spice Coffee. Every sip tastes like pumpkin pie�and cof- fee, too! If you are in a dessert mood, drop a dollop of whipped cream into your steaming mug to complete the holiday-pie illusion.",https://drive.google.com/file/d/17CTRM0IDphHb0l6cJCxPfvC5JZ0zsDQ2/
Apple Cider,Beverages,Juices & More,$4.49 ,/64 Fl Oz,"Apple cider is as ubiquitous as, well, apples. And there�s a reason for that. Lots of reasons, really. It�s delicious; it�s refreshing; in its best iterations, it calls to mind crisp, cool mornings spent meandering through an orchard filled with ripe apples just waiting to be pressed. It should come as no surprise that Trader Joe�s Apple Cider is made from a single ingredient: apples. Apples grown in Connecticut, to be specific. The juice from these apples is freshly pressed, flash-pasteurized, then bottled for us by a family-owned company that�s been in the apple juice business for five generations � that�s a whole lot of apple expertise!
The keys to success here are �fresh pressed� and �single ingredient.� There are no concentrates and absolutely nothing is added. This is pure Apple Cider, the way it was intended. Drink it cold, straight from the fridge. Warm it on the stove and enjoy it in a mug. Add mulling spices! Include it in recipes � we have it on good authority (from those experienced apple people) that it really elevates the flavors of things like chili, marinara sauce, and stir-frys.",https://drive.google.com/file/d/1JVdDCFX-ZHolm7O8B9pz2I1A_C-0ziE_/
Cold Brew Coffee Concentrate,Beverages,Coffee & Tea,$8.99 ,/32 Fl Oz,"When it comes to brewing, what�s the difference between hot and cold? Yes, temperature, of course, but also bite. Cold brewed coffee is never heated. As a result, the oils and acids that are released commonly with heat, don�t pass through to the brew. No longer masked by the compounds that give coffee its famous bitter bite, the nuanced lush, fruity flavors of the beans becomes strikingly more perceptible and, some would argue, more enjoyable. With more than 50% less acid than a hot brewed cup, cold brew is truly smooth.
Cold brewing is hot. While we�re pro-DIY, the actual percolation and filtration can take somewhere between 12-24 hours. Don�t know about you, but our cup of coffee can�t always wait, so; we bottled it! Working with craft coffee roasters in Texas, we start with a half a pound, medium roast, 100% Arabica beans from the world�s finest growing regions. The beans are ground coarsely and specially filtered to create 32 ounces of delicious, naturally sweet, ready-to-pour Trader Joe�s Cold Brewed Coffee Concentrate. That�s equivalent to about 96 ounces of coffee beverages when reconstituted with water, milk, etc. If you like it strong and steamy, mix it with a bit of hot water for a smooth cup. Or pour it over some ice for a cold cold brew. If you want to keep the coffee as concentrated as possible, you can use it to make coffee ice cubes for your iced coffee. And since it�s ideal for adding coffee flavor without the acid bitterness, it�s even great for use in baking, marinating, making cocktails or served Affogato-style over ice cream.",https://drive.google.com/file/d/1KJCBf48SbcKccuHAAf2olc3rpN2q4BGP/
Lovely You Chardonnay,Beverages,"Wine, Beer & Liquor",$7.99 ,/750 mL,"Lighter wines, with fewer calories, low or no residual sugar, and lower alcohol, are trending. And why not? More is less. Less full. Less needless calories. And less alcohol consumed. The challenge is having them taste great, and you�ve experienced if you�ve tried many of the leading brands. When the alcohol is removed, often, so is much of the wine�s flavor. With the Lovely You wines we worked with one of our key wine suppliers to develop wines with no sugar, low alcohol and not exceeding 100 calories per serving, but that tasted great. They nailed it! Lovely You Chardonnay is medium-bodied, with lemon and apple notes, and a touch of hazelnut and a lightly tannic finish. Tastes great with summer salads and seafood pasta.",https://drive.google.com/file/d/1vGsG-Dy2vDnjD4jM9rUje-Rzr8y4L992/
Lovely You Ros�,Beverages,"Wine, Beer & Liquor",$7.99 ,/750 mL,"Lighter wines, with fewer calories, low or no residual sugar, and lower alcohol, are trending. And why not? More is less. Less full. Less needless calories. And less alcohol consumed. The challenge is having them taste great, and you�ve experienced if you�ve tried many of the leading brands. When the alcohol is removed, often, so is much of the wine�s flavor. With the Lovely You wines we worked with one of our key wine suppliers to develop wines with no sugar, low alcohol and not exceeding 100 calories per serving, but that tasted great. They nailed it! Lovely You Rose is a lovely, floral wine, light-bodied, citrusy, with a crisp, clean finish. Great on its own and with salads, light pasta dishes or all your rose favorite pairings.",https://drive.google.com/file/d/1p9yCRndsYBSp8YFi4RkfiVw-rNMMk-AR/
Sparkling Green Tea with Pineapple,Beverages,Sodas & Mixers,$3.99 ,/8.45 Fl Oz,"What do you get when you infuse earthy green tea with a splash of vibrant pineapple juice and an abundance of invigorating bubbles? You get Trader Joe�s Sparkling Green Tea with Pineapple Juice Beverage, that�s what!
Pleasingly pineapple-y, ultra-fizzy, and subtly sweet, this bold beverage sips like a sparkling summer afternoon. While the complex, verdant tones of green tea give this beverage its backbone, it�s the vividly sweet and slightly tart pineapple whose flavors steal the spotlight. And the bubbles? Well, the bubbles are your indication that celebrations are in order! Whether it�s a special day, a holiday, or just a random weekday, when you crack open a can of Sparkling Green Tea with Pineapple, it�s time to party!
Enjoy it chilled, over ice or straight from the can. Add it to a cocktail or mocktail, garnished with a sprig of rosemary or a pineapple wedge. Or make it the base of a tropically-tinged pineapple float.",https://drive.google.com/file/d/12C--syqME7g48FEhN1O-fEh4cRtdgHgy/
Organic Orange Strawberry Banana Juice,Beverages,Juices & More,$4.29 ,/52 Fl Oz,"Trader Joe�s Organic Orange Strawberry Banana Juice is a sweet, tangy, 100% organic fruit juice-based cocktail that�s refreshing, satisfying, and lightly tropical, all at once. Aside from providing its signature sweetness, the addition of banana pur�e adds a crucial element of plushness to this Juice�s mouthfeel, giving it a soft, creamy quality that makes it a great base for smoothies and other blended drinks.
Serve it with breakfast, pour it at a picnic, maybe even mix it with a bit of sparkling wine for a mega-mimosa of sorts. When you�re dealing with an all-star cast like this, you can afford to be a little adventurous. Speaking of affordability, you can find cartons in our refrigerators for a phenomenal deal for an entirely organic juice, we might add.",https://drive.google.com/file/d/1rRORPTbBjwP-2GWNF6xM8NfzH5PWRi_A/
Boatswain Double I.P.A.,Beverages,"Wine, Beer & Liquor",$4.99 ,/12 Fl Oz,"Brewed exclusively for Trader Joe�s by an award-winning craft brewer in Wisconsin, this is a robust ale that�s intensely hoppy � its recipe includes a boat-load of hops! � and includes just the right amount of malt to balance the hops� bitter profile. At 8.4% alcohol, this is not a brew for the faint of heart. What it is, however, is an I.P.A. for the serious craft beer drinker, the brew aficionado who�s always looking for something new and interesting to drink. You know who you are. This one�s for you. Sip it with spiced dishes like barbecue or Thai curries like Vegetable Panang Curry, or try it with sharp cheeses like aged Cheddar or Grand Blue.",https://drive.google.com/file/d/1QjH2zSpKJDV-vFHxQr2oGNWViKNZwhch/
Blueberry Lemonade Sparkling Water,Beverages,Water (Sparkling & Still),$3.29 ,/12 Fl Oz,"Trader Joe�s Sparkling Water with Natural Blueberry Lemonade is a blend of naturally sweet Blueberry flavor & tart, tangy Lemonade flavor�a combination that really sets the new standard for seasonal effervescent excellence. Each can contains zero calories, zero grams of sugar, and zero milligrams of sodium. So while you�ll love it chilled & served on its own (it�s the perfect non- alcoholic BBQ or day-at-the-beach beverage), you can also afford to mix it with a splash of spirits. Or, better yet, with a scoop of TJ�s Premium Vanilla Ice Cream for a summery ice cream soda!",https://drive.google.com/file/d/1cJ6Y3Du6Wv22nhEsaE8zj__4ASXfvLwu/
Organic Fair Trade Wake Up Blend Ground Coffee,Beverages,Coffee & Tea,$8.49 ,/14 Oz,"Wake Up Blend is a mix of organically grown, fair trade certified, 100% Arabica beans from small-scale farms in Mexico, El Salvador, Honduras, and Peru. The farmers who grow these beans are committed to organic and sustainable agricultural practices. They�re also committed to cultivating truly excellent coffee beans! These high quality beans are given a medium roast to bring out their best flavors, yielding a smooth, well-balanced cup with bright acidity and just a touch of inherent sweetness.
As a bonus, we�ve also given these beans a medium grind. This means that waking up to the aroma and flavor of Trader Joe�s Organic Fair Trade Wake Up Blend is easier than ever!",https://drive.google.com/file/d/10sq7UBfiXFwBNrqFA1pHy_EjMP37oqrH/
Organic Fair Trade Wake Up Blend Coffee,Beverages,Coffee & Tea,$16.99 ,/28 Oz,"It�s time to wake up and smell the coffee. Literally. We named this particular blend of beans Organic Fair Trade Wake Up Blend Coffee for a reason � well, several reasons, actually, but most important in this particular sentence is that this is a great coffee to greet both your olfactory and gustatory senses first thing in the morning.
Wake Up Blend is a mix of organically grown, fair trade certified, 100% Arabica Beans from small-scale farms in Mexico, El Salvador, Honduras, and Peru. The farmers who grow the beans are committed to organic and sustainable agricultural practices. They�re also committed to cultivating truly excellent coffee beans. Here, those high quality beans are given a medium roast that brings out their best flavors and results in a smooth, well-balanced cup with bright acidity and just a touch of inherent sweetness. We like waking up to the aroma and flavor of Trader Joe�s Organic Fair Trade Wake Up Blend.",https://drive.google.com/file/d/1uStv7ae-s2rWyRVYvQkag_uE28NZl4dO/
Matcha Green Tea Powder,Beverages,Coffee & Tea,$7.49 ,/0.37 Oz,"Tea is important in Japan. It's at the center of communal life, providing a key ritual (literally) around which friends can gather. Each fleeting meeting is viewed as a once-in-a-lifetime opportunity, and thus, deeply cherished. The common Japanese idiom, Ichi-go, Ichi-e (meaning, ""one time, one meeting"") provides the perfect description of this treasured tea time.
We resonate with this value for meaningful human interaction-just visualize your last interaction with one of our friendly Crew! So, we're doing our part to help facilitate more such meetings among friends. Toward that end, we think our new Matcha Green Tea is a great start. It's hard to find time to slow down and taste the tea in your busy routine, but these individual packets of real Matcha Green Tea provide an easy way to brew an authentic, quality cup-anytime, anywhere.
Our vibrant emerald-green tea powder comes from tea leaves that are grown and ground for us in Japan. Brewed, it has a rich taste that presents a delicate hint of sweetness. Each 1.5 gram packet (there are seven in the box) is the perfect amount to mix with eight ounces of hot water for a steaming cup of Matcha... better make it two! Ichi-go, Ichi-e. For cold tea on-the-go, you can simply pour a packet into a water bottle (filled with cold water), replace the cap, and shake until blended.",https://drive.google.com/file/d/1wX5nWWo377PlwYEJK1X66WZHC07B0iiO/
Cold Pressed Pineapple Juice,Beverages,Juices & More,$2.99 ,/12 Fl Oz,"Juice is fluid fruit. (Or veggies, depending upon its ingredients.) It�s all the goodness of fresh-picked produce delivered up in a cup with nothing else added� at least, that�s what juice should be. And that�s exactly what you�ll get in each bottle of Trader Joe�s Cold Pressed Pineapple Juice.
It takes one-and-a-half large, juicy, Guatamelan-grown pineapples to make one 12-fluid ounce bottle of Trader Joe�s Cold Pressed Pineapple Juice. Right after they�re harvested, we �juice� these golden pineapples in a slow hydraulic press, for maximum liquid extraction. Once bottled, our Juice goes through a cold, water-pressure method called HPP (High Pressure Processing). This process guarantees a juice that�s safe to drink, without reducing its nutritional benefits or fresh flavor.
Now, on to more pressing issues� Just how does this stuff taste? Why, our sweet, smooth, and ever-so-slightly syrupy Trader Joe�s Cold Pressed Pineapple Juice tastes just like fresh pineapples, of course!",https://drive.google.com/file/d/1mdGiOX_-k7APyN3ai32vLuXeXotsAYAn/
